GenbankID,GeneName,GeneCategory,Replicate,8,6
21224618,acetylglucosaminidase,Carbon cycling,1,9.7779,NA
148591751,phenol_oxidase,Carbon cycling,1,8.2998,NA
1054936,ara_fungi,Carbon cycling,1,9.2532,8.5725
85831189,ara,Carbon cycling,1,8.7972,8.7061
116749778,pulA,Carbon cycling,1,10.4856,9.0617
4883,amyA,Carbon cycling,1,8.8204,NA
83643155,pulA,Carbon cycling,1,9.1757,NA
78693100,xylA,Carbon cycling,1,8.6347,8.3402
27376012,amyA,Carbon cycling,1,8.9743,9.4365
156740540,cellobiase,Carbon cycling,1,11.0244,9.8346
12666724,glucoamylase,Carbon cycling,1,10.5146,9.4351
27350645,vanA,Carbon cycling,1,8.7343,8.5297
110825410,CDH,Carbon cycling,1,10.0398,9.5464
7672747,xylanase,Carbon cycling,1,9.5623,8.8674
58268820,glx,Carbon cycling,1,9.326,NA
67855436,amyA,Carbon cycling,1,9.0611,NA
28809545,endochitinase,Carbon cycling,1,9.5059,NA
17978817,pectinase,Carbon cycling,1,9.4383,9.0829
2377,pectinase,Carbon cycling,1,9.332,NA
134098251,amyA,Carbon cycling,1,9.1738,NA
1835226,glucoamylase,Carbon cycling,1,9.346,NA
27372237,exochitinase,Carbon cycling,1,10.3406,9.6296
90023622,endochitinase,Carbon cycling,1,9.3674,8.6588
144770,endoglucanase,Carbon cycling,1,9.7696,9.7856
1595855,amyA,Carbon cycling,1,8.8926,8.904
50122768,xylanase,Carbon cycling,1,9.6797,10.6335
7804883,exoglucanase,Carbon cycling,1,8.9151,8.7276
10184710,vdh,Carbon cycling,1,8.7276,8.5814
83765687,endochitinase,Carbon cycling,1,8.4274,NA
14024312,glucoamylase,Carbon cycling,1,10.2769,9.0381
91187144,amyA,Carbon cycling,1,8.8982,9.0746
114737563,limEH,Carbon cycling,1,9.2977,8.422
28901448,amyA,Carbon cycling,1,9.067,8.3046
91977680,amyA,Carbon cycling,1,9.2289,8.9883
99038859,acetylglucosaminidase,Carbon cycling,1,9.5551,NA
31414751,endochitinase,Carbon cycling,1,9.4873,9.168
156861181,amyA,Carbon cycling,1,10.6485,10.3402
578092,phenol_oxidase,Carbon cycling,1,9.9749,8.217
115384068,pectinase,Carbon cycling,1,8.8503,8.6246
77963046,amyA,Carbon cycling,1,9.7392,9.5988
77960011,amyA,Carbon cycling,1,9.265,8.3433
83773727,ara_fungi,Carbon cycling,1,9.7933,9.1696
126236465,CDH,Carbon cycling,1,10.4586,NA
118046834,cellobiase,Carbon cycling,1,9.7395,8.9209
83647475,acetylglucosaminidase,Carbon cycling,1,8.9269,NA
4038456,xylanase,Carbon cycling,1,9.3952,8.5612
111150376,limEH,Carbon cycling,1,8.8377,NA
118168639,CDH,Carbon cycling,1,8.7574,8.77
89952931,mannanase,Carbon cycling,1,9.471,NA
530014,exoglucanase,Carbon cycling,1,8.3961,NA
114050057,vanA,Carbon cycling,1,9.4585,8.3994
71368759,xylA,Carbon cycling,1,9.0347,NA
50952847,lip,Carbon cycling,1,9.1563,NA
119774080,acetylglucosaminidase,Carbon cycling,1,8.9341,8.9054
23267183,endoglucanase,Carbon cycling,1,10.019,8.5727
73662555,amyA,Carbon cycling,1,8.8669,NA
166516,pectinase,Carbon cycling,1,9.2877,8.7316
88794859,pulA,Carbon cycling,1,9.1248,8.6169
72161237,amyA,Carbon cycling,1,10.2947,9.5251
118748744,vanA,Carbon cycling,1,9.992,8.5429
88778030,endochitinase,Carbon cycling,1,9.3085,8.2059
87135187,vanA,Carbon cycling,1,8.4897,NA
2264398,phenol_oxidase,Carbon cycling,1,9.6794,9.1072
88799189,amyA,Carbon cycling,1,9.4715,NA
72162290,amyA,Carbon cycling,1,9.8181,8.7286
144416,endoglucanase,Carbon cycling,1,8.8852,NA
86282167,xylanase,Carbon cycling,1,9.5611,9.4556
152995325,vanA,Carbon cycling,1,10.144,8.7148
125716454,phenol_oxidase,Carbon cycling,1,9.5591,9.9308
115391876,vanA,Carbon cycling,1,10.1973,NA
29160303,exoglucanase,Carbon cycling,1,9.031,8.8218
91795559,vanA,Carbon cycling,1,9.0738,NA
76164999,amyA,Carbon cycling,1,8.9912,NA
87311919,amyA,Carbon cycling,1,10.5749,9.8016
27381288,cellobiase,Carbon cycling,1,10.3056,9.6586
116208630,ara_fungi,Carbon cycling,1,8.4819,NA
32473179,acetylglucosaminidase,Carbon cycling,1,8.8407,8.3898
118758991,vanA,Carbon cycling,1,10.0137,9.4981
94984767,amyA,Carbon cycling,1,8.6463,NA
117935080,exoglucanase,Carbon cycling,1,8.3325,NA
41409360,pulA,Carbon cycling,1,8.6707,NA
116693468,limEH,Carbon cycling,1,11.3912,9.6891
156934116,ara,Carbon cycling,1,10.9404,9.5477
118473311,amyA,Carbon cycling,1,8.2246,NA
87286596,glucoamylase,Carbon cycling,1,9.001,8.9434
89044975,ara,Carbon cycling,1,8.7747,NA
63256821,xylA,Carbon cycling,1,8.3775,8.1741
112955899,endochitinase,Carbon cycling,1,10.5764,9.196
145596104,xylA,Carbon cycling,1,8.7148,NA
146322380,endochitinase,Carbon cycling,1,9.2426,8.3811
114228535,phenol_oxidase,Carbon cycling,1,9.1353,8.2709
118660526,vanA,Carbon cycling,1,9.4335,NA
89113933,glx,Carbon cycling,1,9.288,8.4206
150397987,xylA,Carbon cycling,1,8.7356,NA
126105533,phenol_oxidase,Carbon cycling,1,10.4251,10.0782
119416759,phenol_oxidase,Carbon cycling,1,9.3718,9.6427
3821797,exochitinase,Carbon cycling,1,10.4472,9.5897
87309129,endoglucanase,Carbon cycling,1,8.2832,NA
14581403,phenol_oxidase,Carbon cycling,1,9.2858,10.3115
88815118,acetylglucosaminidase,Carbon cycling,1,9.0819,8.3633
116181820,glx,Carbon cycling,1,9.1094,8.1871
55818697,lip,Carbon cycling,1,9.7865,NA
22295628,xylanase,Carbon cycling,1,9.6626,8.6064
84691156,amyA,Carbon cycling,1,10.7431,10.5026
153826368,endochitinase,Carbon cycling,1,10.1026,NA
533768,pectinase,Carbon cycling,1,8.7426,NA
4115621,exochitinase,Carbon cycling,1,10.6722,9.0237
115371541,phenol_oxidase,Carbon cycling,1,9.1718,9.3232
90436064,ara,Carbon cycling,1,8.7064,NA
149182592,pulA,Carbon cycling,1,8.8231,NA
118582209,LMO,Carbon cycling,1,8.9346,8.4424
495281,mnp,Carbon cycling,1,10.0524,10.278
83415007,phenol_oxidase,Carbon cycling,1,10.0656,10.0328
19309740,phenol_oxidase,Carbon cycling,1,9.6026,NA
113733431,ara,Carbon cycling,1,10.371,10.0116
151364295,acetylglucosaminidase,Carbon cycling,1,11.5335,11.1794
68543224,pulA,Carbon cycling,1,9.4096,8.8152
150419220,endochitinase,Carbon cycling,1,9.0992,9.1145
114706526,xylA,Carbon cycling,1,9.6432,9.5007
116090714,endochitinase,Carbon cycling,1,9.9738,8.9962
15891048,amyA,Carbon cycling,1,9.2061,NA
82570672,mnp,Carbon cycling,1,9.1186,9.1064
1244586,ara_fungi,Carbon cycling,1,9.0557,8.7289
67154108,amyA,Carbon cycling,1,10.0546,NA
1326001,lip,Carbon cycling,1,8.614,8.3164
66572050,vanA,Carbon cycling,1,9.3368,8.5212
113889821,endochitinase,Carbon cycling,1,9.6073,10.4772
153893454,cellobiase,Carbon cycling,1,8.3647,8.2432
116104120,amyA,Carbon cycling,1,8.4885,8.5203
119465693,amyA,Carbon cycling,1,10.4548,8.4587
118462966,CDH,Carbon cycling,1,10.8285,8.9053
156528074,amyA,Carbon cycling,1,9.6828,8.3397
113949673,endochitinase,Carbon cycling,1,8.9465,8.3544
85104727,amyA,Carbon cycling,1,9.5487,10.7742
126032271,endochitinase,Carbon cycling,1,8.4277,9.5533
150385878,ara,Carbon cycling,1,8.4039,8.421
21929222,mnp,Carbon cycling,1,9.3099,8.5147
113939708,xylanase,Carbon cycling,1,11.3303,9.7367
67985747,ara,Carbon cycling,1,9.3624,9.1052
71273718,lip,Carbon cycling,1,9.0185,NA
111020800,CDH,Carbon cycling,1,8.8123,NA
56379084,amyA,Carbon cycling,1,9.4658,10.017
89274031,phenol_oxidase,Carbon cycling,1,8.6985,NA
51870942,endochitinase,Carbon cycling,1,10.2443,10.5864
75817278,endochitinase,Carbon cycling,1,9.9485,9.8157
113129062,endochitinase,Carbon cycling,1,8.982,8.8132
110820674,vanA,Carbon cycling,1,8.6621,NA
42522755,amyA,Carbon cycling,1,10.1822,9.688
118470516,limEH,Carbon cycling,1,8.2823,8.1996
152985552,vanA,Carbon cycling,1,9.2454,8.9864
71554239,vdh,Carbon cycling,1,8.411,NA
55295400,endoglucanase,Carbon cycling,1,9.0604,8.2596
90415596,vanA,Carbon cycling,1,9.7068,8.4758
92441508,amyA,Carbon cycling,1,9.1245,7.9628
123228556,phenol_oxidase,Carbon cycling,1,8.4815,NA
113949713,amyA,Carbon cycling,1,9.1853,NA
70730249,amyA,Carbon cycling,1,8.7847,NA
21220080,ara,Carbon cycling,1,8.5515,NA
156861718,pulA,Carbon cycling,1,10.3104,8.3827
46126495,ara_fungi,Carbon cycling,1,8.7079,NA
118168977,CDH,Carbon cycling,1,8.2494,NA
2773302,xylanase,Carbon cycling,1,9.5947,8.8705
87080641,amyA,Carbon cycling,1,8.9579,NA
27376476,cellobiase,Carbon cycling,1,10.6956,8.9555
85667486,xylanase,Carbon cycling,1,10.557,8.5727
148499659,vanA,Carbon cycling,1,8.6962,8.1147
68056074,pulA,Carbon cycling,1,10.9095,9.3381
1899048,endochitinase,Carbon cycling,1,9.9487,9.4938
148554462,vanA,Carbon cycling,1,8.4847,8.3547
21929226,mnp,Carbon cycling,1,9.8392,9.0855
115375191,endochitinase,Carbon cycling,1,9.5334,9.3578
76796557,amyA,Carbon cycling,1,9.6304,8.2791
77959567,pulA,Carbon cycling,1,9.5667,NA
116622150,xylA,Carbon cycling,1,8.3754,NA
109455731,vanA,Carbon cycling,1,9.4316,8.5714
88798833,amyA,Carbon cycling,1,9.0605,8.9634
7579929,amyA,Carbon cycling,1,10.0147,NA
126710975,pulA,Carbon cycling,1,9.0456,8.7231
3334811,vanA,Carbon cycling,1,9.4119,NA
55775695,exoglucanase,Carbon cycling,1,8.6061,NA
3668179,lip,Carbon cycling,1,9.7403,8.5285
89113935,glx,Carbon cycling,1,8.6212,NA
28853329,vanA,Carbon cycling,1,9.712,8.1545
116623484,xylanase,Carbon cycling,1,9.0364,8.7239
38015984,acetylglucosaminidase,Carbon cycling,1,9.0386,NA
88810692,amyA,Carbon cycling,1,8.6091,NA
487419,endochitinase,Carbon cycling,1,8.8484,NA
29340972,ara,Carbon cycling,1,8.6513,NA
154297971,ara_fungi,Carbon cycling,1,9.407,9.8181
154279762,amyA,Carbon cycling,1,10.1163,NA
50952845,mnp,Carbon cycling,1,10.0615,9.7259
29605797,pulA,Carbon cycling,1,9.0096,8.7131
145232927,endochitinase,Carbon cycling,1,9.5908,NA
146337645,amyA,Carbon cycling,1,8.5036,8.4185
68234365,pulA,Carbon cycling,1,8.8254,NA
10175887,amyX,Carbon cycling,1,9.7941,9.5784
94970322,amyA,Carbon cycling,1,9.2355,NA
106886878,pulA,Carbon cycling,1,9.4167,NA
118765807,ara,Carbon cycling,1,10.0541,NA
6561867,amyA,Carbon cycling,1,10.0308,8.3659
598355,lip,Carbon cycling,1,10.6998,10.659
2264400,phenol_oxidase,Carbon cycling,1,8.6415,8.6854
134102989,endochitinase,Carbon cycling,1,9.429,NA
15157795,acetylglucosaminidase,Carbon cycling,1,8.9963,8.6848
2264396,phenol_oxidase,Carbon cycling,1,9.3713,8.3764
118664989,ara,Carbon cycling,1,8.5365,NA
157364010,ara,Carbon cycling,1,8.4999,NA
21220991,cellobiase,Carbon cycling,1,8.7396,8.4519
145228443,phenol_oxidase,Carbon cycling,1,10.2207,NA
82570670,mnp,Carbon cycling,1,9.3436,9.0977
1790867,vanA,Carbon cycling,1,9.9341,8.4186
39962604,amyA,Carbon cycling,1,11.0995,10.1787
20514379,pectinase,Carbon cycling,1,9.4718,9.2507
145229305,endochitinase,Carbon cycling,1,8.6736,8.6075
123991438,exochitinase,Carbon cycling,1,8.4576,NA
3169046,acetylglucosaminidase,Carbon cycling,1,8.9623,10.5836
114054545,xylanase,Carbon cycling,1,9.1304,8.5347
28871420,pectinase,Carbon cycling,1,8.4478,8.2155
67154952,amyA,Carbon cycling,1,9.9338,9.0954
50952851,lip,Carbon cycling,1,9.167,8.8497
85831632,acetylglucosaminidase,Carbon cycling,1,10.793,10.488
156054098,endochitinase,Carbon cycling,1,10.4413,9.2525
49649443,glucoamylase,Carbon cycling,1,8.8703,NA
9796016,endoglucanase,Carbon cycling,1,9.3235,NA
854338,pectinase,Carbon cycling,1,9.7275,NA
70729461,endochitinase,Carbon cycling,1,9.2554,8.9219
86285622,xylanase,Carbon cycling,1,9.6927,NA
53791231,mnp,Carbon cycling,1,11.015,8.1293
58176536,phenol_oxidase,Carbon cycling,1,9.2476,9.3681
27358234,endochitinase,Carbon cycling,1,9.8068,NA
153890549,ara,Carbon cycling,1,10.6933,9.4115
116621213,ara,Carbon cycling,1,8.9435,8.5138
148501505,vanA,Carbon cycling,1,8.9327,8.4374
126105507,phenol_oxidase,Carbon cycling,1,9.9576,NA
109898503,amyA,Carbon cycling,1,9.4761,9.8307
148242001,endochitinase,Carbon cycling,1,9.5886,NA
5616325,lip,Carbon cycling,1,9.5452,8.6525
118468324,CDH,Carbon cycling,1,9.0311,8.2797
46133885,amyA,Carbon cycling,1,8.4318,NA
116253959,acetylglucosaminidase,Carbon cycling,1,10.0743,9.9053
7107367,exoglucanase,Carbon cycling,1,10.1939,8.5076
17863089,endochitinase,Carbon cycling,1,8.4176,NA
111611199,vanA,Carbon cycling,1,8.593,NA
49529682,vanA,Carbon cycling,1,9.0149,8.8719
124009012,nplT,Carbon cycling,1,9.1974,NA
83414995,phenol_oxidase,Carbon cycling,1,9.3608,7.9435
88814399,xylA,Carbon cycling,1,8.751,8.07
34105546,endochitinase,Carbon cycling,1,NA,NA
55231751,amyA,Carbon cycling,1,NA,9.5983
149910017,endochitinase,Carbon cycling,1,NA,NA
145595484,endochitinase,Carbon cycling,1,NA,NA
45822,amyA,Carbon cycling,1,NA,8.1427
66846594,cellobiase,Carbon cycling,1,NA,9.0159
9658291,amyA,Carbon cycling,1,NA,NA
75430127,xylA,Carbon cycling,1,NA,8.7444
94969356,amyA,Carbon cycling,1,NA,NA
111223515,camDCAB,Carbon cycling,1,NA,8.988
126035159,phenol_oxidase,Carbon cycling,1,NA,NA
119954200,limEH,Carbon cycling,1,NA,8.6433
113941581,amyA,Carbon cycling,1,NA,NA
15602407,amyA,Carbon cycling,1,NA,8.8859
142852981,endochitinase,Carbon cycling,1,NA,8.6661
115384220,xylanase,Carbon cycling,1,NA,NA
56785440,phenol_oxidase,Carbon cycling,1,NA,7.9011
1150568,phenol_oxidase,Carbon cycling,1,NA,8.9633
154489166,pulA,Carbon cycling,1,NA,8.9348
41407368,pulA,Carbon cycling,1,NA,NA
89898407,amyA,Carbon cycling,1,NA,NA
115371535,phenol_oxidase,Carbon cycling,1,NA,8.7234
973983,xylanase,Carbon cycling,1,NA,8.4509
115397631,phenol_oxidase,Carbon cycling,1,NA,8.7564
29375916,amyA,Carbon cycling,1,NA,NA
78184154,amyA,Carbon cycling,1,NA,NA
119858017,amyA,Carbon cycling,1,NA,8.3309
106765647,endochitinase,Carbon cycling,1,NA,8.3605
77959611,xylA,Carbon cycling,1,NA,8.5013
121713452,pectinase,Carbon cycling,1,NA,8.1588
88865992,vanA,Carbon cycling,1,NA,8.2767
29160313,exoglucanase,Carbon cycling,1,NA,7.9331
153808537,pulA,Carbon cycling,1,NA,8.9814
1906845,exoglucanase,Carbon cycling,1,NA,8.3616
83634894,amyA,Carbon cycling,1,NA,8.5444
15182972,endochitinase,Carbon cycling,1,NA,8.873
151561977,cellobiase,Carbon cycling,1,NA,8.2672
149606,xylA,Carbon cycling,1,NA,9.2128
46124171,ara_fungi,Carbon cycling,1,NA,8.6861
3006039,phenol_oxidase,Carbon cycling,1,NA,8.4541
16041065,phenol_oxidase,Carbon cycling,1,NA,11.2429
18461102,phenol_oxidase,Carbon cycling,1,NA,8.465
87135588,amyA,Carbon cycling,1,NA,8.1724
109702741,acetylglucosaminidase,Carbon cycling,1,NA,8.9609
34102804,acetylglucosaminidase,Carbon cycling,1,NA,8.4927
126105549,phenol_oxidase,Carbon cycling,1,NA,8.9378
37791151,phenol_oxidase,Carbon cycling,1,NA,8.2032
60328158,endochitinase,Carbon cycling,1,NA,8.4049
118589805,amyA,Carbon cycling,1,NA,8.1911
495283,lip,Carbon cycling,1,NA,8.4024
88779525,endochitinase,Carbon cycling,1,NA,8.2373
39936374,amyA,Carbon cycling,1,NA,8.2774
148240266,amyA,Carbon cycling,1,NA,7.9735
71915736,xylA,Carbon cycling,1,NA,8.8196
68241374,amyA,Carbon cycling,1,NA,8.1781
39941134,xylanase,Carbon cycling,1,NA,8.3827
32397456,xylA,Carbon cycling,1,NA,8.239
110827739,ara,Carbon cycling,1,NA,8.4174
126098160,xylA,Carbon cycling,1,NA,8.6147
67157834,glucoamylase,Carbon cycling,1,NA,9.1761
126465519,cda,Carbon cycling,1,NA,9.7515
157692339,exoglucanase,Carbon cycling,1,NA,8.2968
153892922,cellobiase,Carbon cycling,1,NA,8.5127
71366297,pulA,Carbon cycling,1,NA,7.9158
126699806,cda,Carbon cycling,1,NA,9.0078
120592900,vdh,Carbon cycling,1,NA,8.3853
82735823,vdh,Carbon cycling,1,NA,8.2368
40313278,amyA,Carbon cycling,1,NA,8.5581
148553989,vanA,Carbon cycling,1,NA,8.663
156527120,endochitinase,Carbon cycling,1,NA,8.5453
567830,ara_fungi,Carbon cycling,1,NA,9.11
625180,xylA,Carbon cycling,1,NA,8.6425
114795205,endochitinase,Carbon cycling,1,NA,8.2013
118702815,vdh,Carbon cycling,1,NA,8.6252
37791159,phenol_oxidase,Carbon cycling,1,NA,8.3508
157845928,acetylglucosaminidase,Carbon cycling,1,NA,8.5725
146324465,endochitinase,Carbon cycling,1,NA,8.9006
106769227,amyA,Carbon cycling,1,NA,8.3947
61968003,endochitinase,Carbon cycling,1,NA,8.1829
145595773,endochitinase,Carbon cycling,1,NA,8.7301
126105513,phenol_oxidase,Carbon cycling,1,NA,8.4105
88778967,amyA,Carbon cycling,1,NA,8.1317
78192166,phenol_oxidase,Carbon cycling,1,NA,8.7467
28273025,mnp,Carbon cycling,1,NA,8.7385
158445254,pulA,Carbon cycling,1,NA,8.1796
56965789,amyA,Carbon cycling,1,NA,8.189
126032279,endochitinase,Carbon cycling,1,NA,8.0894
126105501,phenol_oxidase,Carbon cycling,1,NA,8.3296
29828693,amyA,Carbon cycling,1,NA,8.5827
13661652,vanA,Carbon cycling,1,NA,8.4989
119026577,amyA,Carbon cycling,1,NA,8.282
113731798,limEH,Carbon cycling,1,NA,8.3074
17936815,ara,Carbon cycling,1,NA,9.0685
22138841,exoglucanase,Carbon cycling,1,NA,8.1898
111220842,CDH,Carbon cycling,1,NA,8.3512
21213860,acetylglucosaminidase,Carbon cycling,1,NA,8.7891
110681866,endoglucanase,Carbon cycling,1,NA,8.24
86196158,ara_fungi,Carbon cycling,1,NA,8.3969
16767843,ara,Carbon cycling,1,NA,8.5149
28272084,amyA,Carbon cycling,1,NA,8.2777
784897,acetylglucosaminidase,Carbon cycling,1,NA,8.0067
24753778,amyA,Carbon cycling,1,NA,8.3472
90200171,limEH,Carbon cycling,1,NA,8.4312
115369560,acetylglucosaminidase,Carbon cycling,1,NA,8.7419
86142026,acetylglucosaminidase,Carbon cycling,1,NA,8.2532
116334775,ara,Carbon cycling,1,NA,8.8411
5231154,exoglucanase,Carbon cycling,1,NA,8.1153
91686245,vanA,Carbon cycling,1,NA,8.2906
124495022,phenol_oxidase,Carbon cycling,1,NA,8.7689
91795567,vanA,Carbon cycling,1,NA,8.4183
144228145,ara_fungi,Carbon cycling,1,NA,8.0525
22138843,exoglucanase,Carbon cycling,1,NA,8.4455
157911963,cellobiase,Carbon cycling,1,NA,9.7125
115397177,exoglucanase,Carbon cycling,1,NA,8.2139
118071251,acetylglucosaminidase,Carbon cycling,1,NA,9.716
123228322,phenol_oxidase,Carbon cycling,1,NA,8.6645
115388659,cellobiase,Carbon cycling,1,NA,8.248
111152387,camDCAB,Carbon cycling,1,NA,8.0126
23100011,amyA,Carbon cycling,1,NA,8.3692
2970042,exoglucanase,Carbon cycling,1,NA,8.8567
88805091,ara,Carbon cycling,1,NA,8.8682
31747170,cellobiase,Carbon cycling,1,NA,9.1241
156868601,cda,Carbon cycling,1,NA,8.6754
115371545,phenol_oxidase,Carbon cycling,1,NA,8.1417
126105515,phenol_oxidase,Carbon cycling,1,NA,8.7704
1004352,amyA,Carbon cycling,1,NA,8.618
149357236,pulA,Carbon cycling,1,NA,8.1692
11991219,ara_fungi,Carbon cycling,1,NA,8.7944
151939785,endochitinase,Carbon cycling,1,NA,8.0838
68535855,amyA,Carbon cycling,1,NA,8.502
146350520,exoglucanase,Carbon cycling,1,NA,8.4211
29897375,exochitinase,Carbon cycling,1,NA,9.6985
118701991,vanA,Carbon cycling,1,NA,8.3616
83842013,xylA,Carbon cycling,1,NA,8.1457
40557184,ara_fungi,Carbon cycling,1,NA,8.2867
61224796,phenol_oxidase,Carbon cycling,1,NA,8.446
120431228,phenol_oxidase,Carbon cycling,1,NA,8.8702
119189427,endochitinase,Carbon cycling,1,NA,8.6124
13422062,xylanase,Carbon cycling,1,NA,8.5258
39952025,glx,Carbon cycling,1,NA,8.463
116228782,acetylglucosaminidase,Carbon cycling,1,NA,9.1824
84359284,endochitinase,Carbon cycling,1,NA,8.3838
114054562,xylA,Carbon cycling,1,NA,9.0517
121705728,endochitinase,Carbon cycling,1,NA,9.8824
21280333,ara_fungi,Carbon cycling,1,NA,7.9951
118164360,CDH,Carbon cycling,1,NA,8.5429
5453414,pectinase,Carbon cycling,1,NA,8.3102
68055722,pulA,Carbon cycling,1,NA,8.9918
2788,glucoamylase,Carbon cycling,1,NA,9.9149
118465446,CDH,Carbon cycling,1,NA,9.2663
70993930,glucoamylase,Carbon cycling,1,NA,8.3858
69284809,pulA,Carbon cycling,1,NA,8.4176
111018069,pulA,Carbon cycling,1,NA,8.1892
116695501,pulA,Carbon cycling,1,NA,8.3389
145217052,limEH,Carbon cycling,1,NA,9.1998
70986957,cellobiase,Carbon cycling,1,NA,9.0555
2634826,pcc,Carbon cycling,1,10.3228,8.74
60476006,rubisco,Carbon cycling,1,9.2708,NA
21223300,pcc,Carbon cycling,1,9.2772,8.8535
114320324,rubisco,Carbon cycling,1,8.9167,NA
60476018,rubisco,Carbon cycling,1,8.4407,8.8436
83816321,pcc,Carbon cycling,1,9.3851,8.5825
21217673,rubisco,Carbon cycling,1,8.753,NA
4105514,rubisco,Carbon cycling,1,9.1552,NA
45543,rubisco,Carbon cycling,1,8.9332,NA
89241914,rubisco,Carbon cycling,1,9.034,8.9288
67933455,CODH,Carbon cycling,1,10.5261,NA
119964666,rubisco,Carbon cycling,1,8.7117,8.3139
56551350,FTHFS,Carbon cycling,1,10.0468,NA
124271119,FTHFS,Carbon cycling,1,8.9767,NA
82737569,rubisco,Carbon cycling,1,8.599,8.3637
157679103,rubisco,Carbon cycling,1,9.4751,8.6861
