GenbankID,GeneCategory
20502013,Sulfate Reduction
109290313,Sulfate Reduction
60476245,Sulfate Reduction
34017156,Sulfate Reduction
52631738,Sulfate Reduction
118424404,Sulfate Reduction
107784967,Sulfate Reduction
211905425,Sulfate Reduction
118424505,Sulfate Reduction
33415987,Sulfate Reduction
21648295,Sulfate Reduction
34017136,Sulfate Reduction
70930926,Sulfate Reduction
170934034,Sulfate Reduction
37726855,Sulfate Reduction
229611246,Sulfate Reduction
164510323,Sulfate Reduction
118424479,Sulfate Reduction
53828149,Sulfate Reduction
46578818,Sulfate Reduction
52631724,Sulfate Reduction
90954635,Sulfate Reduction
116700520,Sulfate Reduction
116743209,Sulfate Reduction
62906756,Sulfate Reduction
15055579,Sulfate Reduction
211905607,Sulfate Reduction
109290274,Sulfate Reduction
211905493,Sulfate Reduction
46307986,Sulfate Reduction
90954595,Sulfate Reduction
37726841,Sulfate Reduction
83312466,Sulfate Reduction
55978091,Sulfate Reduction
211905647,Sulfate Reduction
82940315,Sulfate Reduction
219996664,Sulfate Reduction
90954557,Sulfate Reduction
118424307,Sulfate Reduction
46307912,Sulfate Reduction
13249519,Sulfate Reduction
46519937,Sulfate Reduction
46307831,Sulfate Reduction
68304958,Sulfate Reduction
10716968,Sulfate Reduction
21646802,Sulfate Reduction
53854603,Sulfate Reduction
162072839,Sulfate Reduction
225168858,Sulfate Reduction
154498821,Sulfate Reduction
82947308,Sulfate Reduction
46307846,Sulfate Reduction
14389227,Sulfate Reduction
46307942,Sulfate Reduction
34017100,Sulfate Reduction
148750449,Sulfate Reduction
159041427,Sulfate Reduction
212672683,Sulfate Reduction
118424457,Sulfate Reduction
82618399,Sulfate Reduction
68553308,Sulfate Reduction
211905653,Sulfate Reduction
15077471,Sulfate Reduction
237846161,Sulfate Reduction
52631740,Sulfate Reduction
90954653,Sulfate Reduction
10716967,Sulfate Reduction
109452545,Sulfate Reduction
109290314,Sulfate Reduction
8671004,Sulfate Reduction
18034316,Sulfate Reduction
46520017,Sulfate Reduction
118424329,Sulfate Reduction
15055577,Sulfate Reduction
109290298,Sulfate Reduction
125863155,Sulfate Reduction
28974732,Sulfate Reduction
259377418,Sulfate Reduction
34017160,Sulfate Reduction
118424412,Sulfate Reduction
212703866,Sulfate Reduction
229473029,Sulfate Reduction
33243249,Sulfate Reduction
18034301,Sulfate Reduction
46520031,Sulfate Reduction
12667618,Sulfate Reduction
62906758,Sulfate Reduction
70930925,Sulfate Reduction
157679473,Sulfate Reduction
68304957,Sulfate Reduction
46448231,Sulfate Reduction
46307850,Sulfate Reduction
70930944,Sulfate Reduction
118424527,Sulfate Reduction
211905433,Sulfate Reduction
237846130,Sulfate Reduction
70930914,Sulfate Reduction
144898944,Sulfate Reduction
25990802,Sulfate Reduction
46307878,Sulfate Reduction
109452404,Sulfate Reduction
13898421,Sulfate Reduction
15077478,Sulfate Reduction
18034317,Sulfate Reduction
46520023,Sulfate Reduction
34017186,Sulfate Reduction
237846168,Sulfate Reduction
225194055,Sulfate Reduction
62512278,Sulfate Reduction
118424311,Sulfate Reduction
77996979,Sulfate Reduction
219965684,Sulfate Reduction
118424476,Sulfate Reduction
212703859,Sulfate Reduction
162072864,Sulfate Reduction
60476316,Sulfate Reduction
189340375,Sulfate Reduction
162072845,Sulfate Reduction
118424445,Sulfate Reduction
208936519,Sulfate Reduction
90954629,Sulfate Reduction
60476359,Sulfate Reduction
46307866,Sulfate Reduction
219939252,Sulfate Reduction
84778331,Sulfate Reduction
225194092,Sulfate Reduction
18313457,Sulfate Reduction
211905521,Sulfate Reduction
63029733,Sulfate Reduction
109290265,Sulfate Reduction
189346228,Sulfate Reduction
118424365,Sulfate Reduction
225194046,Sulfate Reduction
109452530,Sulfate Reduction
60476328,Sulfate Reduction
88643171,Sulfate Reduction
239904998,Sulfate Reduction
158523622,Sulfate Reduction
56566202,Sulfate Reduction
109452390,Sulfate Reduction
162072830,Sulfate Reduction
194332882,Sulfate Reduction
14389219,Sulfate Reduction
90954655,Sulfate Reduction
13249563,Sulfate Reduction
116743218,Sulfate Reduction
84778307,Sulfate Reduction
146188544,Sulfate Reduction
19887267,Sulfate Reduction
70930922,Sulfate Reduction
18034311,Sulfate Reduction
109452564,Sulfate Reduction
68239761,Sulfate Reduction
78185927,Sulfate Reduction
60476308,Sulfate Reduction
84778317,Sulfate Reduction
118424478,Sulfate Reduction
157679030,Sulfate Reduction
88866364,Sulfate Reduction
62512300,Sulfate Reduction
46520035,Sulfate Reduction
194332883,Sulfate Reduction
76666785,Sulfate Reduction
13249555,Sulfate Reduction
90954605,Sulfate Reduction
118424328,Sulfate Reduction
166078307,Sulfate Reduction
60476241,Sulfate Reduction
46308016,Sulfate Reduction
46307892,Sulfate Reduction
145218860,Sulfate Reduction
195537608,Sulfate Reduction
14090317,Sulfate Reduction
145591441,Sulfate Reduction
109290310,Sulfate Reduction
34604744,Sulfate Reduction
20502035,Sulfate Reduction
157678996,Sulfate Reduction
46307898,Sulfate Reduction
211905527,Sulfate Reduction
109290311,Sulfate Reduction
12667602,Sulfate Reduction
118424349,Sulfate Reduction
223470326,Sulfate Reduction
19716121,Sulfate Reduction
208936487,Sulfate Reduction
14090318,Sulfate Reduction
62512288,Sulfate Reduction
34017124,Sulfate Reduction
109452419,Sulfate Reduction
46307888,Sulfate Reduction
148289220,Sulfate Reduction
